Estrellas,Opinion,Id,Titulo
3.0 de 5 estrellas,"

  El paquete lo dejaron escondido, jamas fue entregado a un vecino como en la descripción del repartidor lo describe, favor de tener mas cuidado si se hubiese perdido o encontrado por alguien mas, se perdiera el paquete o alguien mas lo encuentra, el repartidor de paquetera no se haría responsable con su argumento que lo entrego a un vecino.Saludos.

",Yomera,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"

  El libro es MUY bueno, el escritor es lo máximo. PEROOO te lo venden como pasta dura y es mentira. Deben de cambiar la descripción del producto.

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Atrapó completamente mi interes por la claridad con la que se desarrolla, me ayudó a incrementar el (escaso) conocimiento que he adquirido recientemenete en el ambito espiritual. Lectura de fácil digestion para todos.

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Anteriormente leí otra edición. Es un libro que uno debe leer con la mente abierta, dispuesta a creer lo que quiera creer. Vale mucho la pena leerlo, es una lectura bastante interesante, toda una nueva perspectiva respecto a la vida en sí. Si te gusta este tipo de lecturas, crees en la energía, magia, chakras, alma, deberías agregar al menos este libro a tu repertorio de conocimiento.

",Miriam D.,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  ... simplemente tienes que leerlo ...wow, desde éste momento estoy buscando ya alguien que sepa hacer regresiones porque necesito saber quién soy, qué hago, cuál es mi propósito... amé éste libro, de verdad lo amé con el corazón.

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El tema es muy interesante, te hace reflexionar sobre la vida y la muerte. Hay que abrir la mente para considerar un paradigma distinto al que nos enseña la religión católica sobre el porque estamos aquí. Tiene una redacción muy sencilla y ágil que permite que te metas en la historia y sientas empatía por los personajes, es fácil de entender aunque el mensaje es muy profundo. Se lee muy rápido y seguro que a algunas personas les cambiará la visión de la vida.

",Alam CG,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente libro, habla sobre la reencarnación y los maestros, seres espirituales muy elevados que usan a una paciente para mandar mensajes de mucho interés para el psicólogo quien nos deleita con su increíble libro.

",Daniel,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Anécdotas de un psiquíatra desde un punto de vista científico y espiritual. La manera en cómo explica que el sentirnos tristes, confundidos, ansiosos tiene razón de ser, no siempre es algo malo, puedes darle una solución , hay que estar abiertos a diferentes respuestas y opciones. El recordatorio de no olvidarnos de hacer el bien, de existir y estar aquí por una razón a aveces más allá de nuestro entendimiento.

",Cliente de Amazon,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Excelente libro, le doy 4 estrellas por qué esta mal la descripción del artículo, no es pasta dura

",Araceli Castro,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Llego en perfectas condiciones el libro, tal y como se describía. Me gusto mucho la forma de narrar del escrito, me encanto lo aprendido y lo fácil que es de leer.

",Cliente de Amazon,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Como muchos dicen, el producto llega en pasta blanda pero por el precio es de suponerse.Fuera de eso, aún no termino de leer el libro (llevo la mitad) pero me esta gustando bastante, no duden en adquirirlo y dense la oportunidad de abrir un poco la mente.

",Yomera,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"

  Dicen que el libro es genial! por eso lo pedí... pero lo venden mal, yo pague por un pasta dura y no llegó así

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente el servicio llegó al siguiente día, lo malo es que en la descripción decía pasta dura y no fue así... Por lo demás todo muy bien...

",Ignacio H.,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  por mucho este libro es de mis favoritosuna redaccion muy amena y sabiduria de otro punto de vista. lo amo

",Ekaterina V.,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es el primer libro que leó del autor, tal vez por eso me resultó tan bueno y novedoso. Me gusta el tema y creo en las reencarnaciones, además de que acabo de perder a un familiar super querido así que emociona pensar que ya nos vimos antes y nos volveremos a ver.

",Rubén Barragán,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente libro para cambiar la perspectiva de la vida y reflexionar en la importancia de vivir el presente.

",dafna,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Súper buena experiencia el leer este libro, me parece que tiene un enfoque distinto a lo convencional y trata temas importantes. Me ha servido bastante.

",Ingrid R,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Uno de mis libros favoritos, pero decía que era en pasta dura y me enviaron pasta blanda, hay que tener cuidado con que se ofrece.

",PE,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Interesante que la parte científica se de cuenta de que existen muchas cosas más allá de lo que se puede observar, medir, analizar.Buena redacción, te mantiene atento a la lectura.Recomendado.

",Oscar aviles,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me gusto la forma en que el autor acepta otra forma de entender la problemática de sus pacientes, para ayudarles resolver sus conflictos emocionales.No me gusto, que no haya escrito sobre otros pacientes.

",Sandra ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy interesante enfoque sobre las experiencias acumuladas, lectura fácil y el formato del libro ayuda a que lo termines en 2 dias, es muy ligerito.

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encanto el precio, tengo una de las primeras ediciones y este super barato, para un regalo

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Llego bien el producto y sin daños. Les recomiendo mucho el libro.

",AldiaE,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El contenido del libro es muy bueno, la lectura es bastante digerible, no es pesada.Lo compré en formato digital y me gustaron las funcionalidades para subrayar, buscar definiciones, entre otros.

",Aurora,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El tema me llamó mucho la atención, extrañamente pues acostumbro otros tipos de libros. Quizá influido por la situación de emergencia por el covid -19. Sería maravilloso que pudiera comprobarse científicamente lo expuesto aquí!

",Luis González Berman,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  El paquete llego bien cuidado, sin embargo el libro no tenia el plástico delgado con el que vienen sellados los libros nuevos , lo cual al menos para mi es importante para saber que es nuevo y que esta limpio, sin embargo el libro esta impecable

",Arely,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encantó muy fácil de leer, sin querer te clavas en la historia y te deja pensando algunas cosas, lo recomiendo  sin duda

",Ramon Ochoa,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"

  No es lo que aparece en la descripción.No es pasta dura como se indica.

",Fernanda ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Buen libro, hay que tener mente abierta. Si lo recomiendo para quien ande buscando un camino a ciertas respuestas.Además no maneja términos rebuscados, eso hace mucho más entendible la literatura.

",Ana,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Definitivamente un libro que me terapió con el tema de la muerte... Me encantó, si eres de esos que le temen a la muerte creo que este libro te ayudará mucho a entenderla.

",Mar RL,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  ¡Me lo leí en dos días! Me pareció muy muy interesante y la manera de hablar del tema de alma y vidas pasadas entró súper bonito, casi como si fuera el cuento de una novela.

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es un libro que nadie debe quedarse sin leerlo, tiene tantas reflexiones y develaciones que te quedarás sorprendido ante todo. Verdaderamente ¡imperdible!

",AnitaChula,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Cuando pedí el libro y cheque la reseña claramente seca pasta dura y el que me llego es de pasta blanda 😡

",Carolina,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"

  Es la segunda vez que compro un libro que anuncian con pasta dura y resulta ser pasta blanda. Me parece una burla.

",Cliente de Amazon,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Compre la versión de pasta dura y me llegó la de bolsillo.

",Llanes,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es un excelente libro, lo recomiendo ampliamente.  Si tienes la apertura para creer en vidas pasadas,  lo amarás.  No podía dejar de leerlo.

",Jaime Heredia,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Permite ver la vida desde otra perspectiva.

",Jose de Jesus,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Libro buenísimo y super rápido de leer. Entretiene y no querrás dejar de leer.

",Karen García ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Una guía básica para todo el mundo, todos deberían de leer esta práctica guía espiritual. Muy fácil de leer y comprender y muy rico en enseñanzas. Me encanto!!

",Francisco Blanco,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  No recibí nunca el libro!  Pésimo proveedorCUIDADO!

",Andrea L,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Una oportunidad para reconocer la valoración del auto conocimiento interno, nos brinda la posibilidad de explorar aspectos de la mente inconsciente que están en proceso de trasmitir información útil en nuestras vivencias cotidianas.

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Apenas lo empece y me esta gustando. Llego antes d Eli esperado

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es un libro que se puede leer con facilidad.

",Sergio Fernando,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Te devoras el libro si te interesa el tema de las vidas pasadas y su efecto en el presente, EXCELENTE LIBRO, LO TERMINE EN UN MES!!!

",HanBo,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  A todos los que en algún momento han tenido miedo. Sea a vivir o a morir. Excelente libro del tema sobre la reencarnación.

",Eva Trejo ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encantó el libro, escrito de una forma tan genuina. Y el mensaje me llegó profundamente al alma.

",elba barbosa,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  La historia es interesante, crea algunas dudas y es de lectura ligera, es decir, no es pesado de leer.

",Amazon Customer,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Recomiendo mucho este libro, ¡mente abierta! basado en historias reales, para los que estén en el momento y tiempo adecuado será un libro revelador y hermoso.

",Malis,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Sorprendente e inspirador, entender nuestro presente y armonizarnos mediante el autoconocimiento. Un Buen texto para acecarnos al tema de la reencarnación.

",Víctor García,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  MUY BN LIBRE LO RECOMIENDO AMPLIAMENTE, Y EN CTO AL TIEMPO DE LLEGADA ANTES DE LO ESPERADO.

",Cliente de Amazon,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Llegó a tiempo, y ya lo estoy leyendo

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  En esta época donde es tan común perder un ser querido de manera inesperada resulta muy reconfortante la idea de encontrarnos nuevamente...

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Fue un regalo, a decir de quien lo leyó está muy interesante

",Cliente de Amazon,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente libro, una guía espiritual para aprender el verdadero valor de las lecciones que se presentan en esta vida y la apertura a un nuevo conocimiento desde otra perspectiva.

",Joca,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  En lo personal, creo que es un buen libro para quién empieza en el tema. Te ilustra un poco sobre el proceso y la historia la va llevando muy bien. fácil de digerir y entender.

",Raúl,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me parece un libro con toda la lógica y certeza de la reencarnación

",Leslie,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Te atrapa desde el primer minuto, una vez que comienzas ya no puedes dejar de leer. Un libro liberador que debería de ser un ""must"" para todas y todos.

",Débora,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Un libro lleno de meditación interna , relatos muy padres y con mucha reflexión

",Humberto Villalpando,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es una excelente lectura para todos aquellos que se cuestionan sobre la vida y la muerte. Personalmente me trajo mucha paz y también me ha impulsado a transmitir este conocimiento a otras personas.

",Abraham Zavala,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente tamaño. Note un error ortográfico en una pagina pero es un problema mínimo. La historia del libro, excelente.

",Andres,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Buen producto

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente lectura, lo terminé en 4 días algo que me sorprendió porque suelo acabar un libro en bastante tiempo. Me encantó mucho la recopilación de relatos que hizo el autor acerca de sus experiencias.

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Se necesita romper lo que creemos para poder estar abiertos al intenso viaje y enseñanzas de este libro , en definitiva , me encantó !

",Jesus Manuel Romani Fernandez,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me ha cambiado la percepción de la vida. Completamente recomendable.Recuerda tener la mente abierta al leerlo.Voy por los demás libros de Brian Weiss.

",Brian,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encanto

",Luis Villegas Cano,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy bueno

",Cliente de Kindle,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Llego en su plástico protegido y en buenas condiciones aun que pensé  que era mas grande el libro, pero todo excelente

",Sissyck,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  S un muy buen libro, o recomiendo

",Hilda Argelia Villalobos,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me lo recomendaron mucho y no me decepcionó. Muy buena lectura

",Rubén P,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encantó, no suelo leer muchos libros, así que no me considero un experto, sin embargo, éste, a diferencia de otros, me atrapó.

",Esuka01,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  el libro es ""de Bolsillo"" y la pasta no es dura, no es lo que ofrecen en la venta

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Ya lo había leído, lo compré para mi hijo adolescente, le encantó

",AnitaChula,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Recibi el producto y NO ES pasta dura como se anuncia. Es un libro de pasta blanda, que mal que permitan que engañen a los usuarios de Amazon.

",Raymundo,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Te da otra forma de ver la vida, tema de reencarnación y vidas pasadas, enseñanza a través del tiempo. Te hace pensar y transmite sentimientos

",mario rivera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente producto llegó antes de lo esperado

",Juan Quintero,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Buen libro, muy interesante. Lo recomiendo

",Amazon Customer,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Para todas aquellas personas que están en busca de respuestas acerca de la vida, los maestros y lo que hay más allá de ella, mucha sabiduría

",Francisco Javier Ortega Limones,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Da una claridad a la interpretación de situaciones que uno mismo sabe que son verdad, aunque no sabias por qué los sabías con tanta certeza. Gracias!

",Claudia Cardenas,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy interesante el libro y la forma de escritura

",Sandra Robles,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es un libro de fácil lectura con mensajes para aprender, no podemos dejar de lado lo que el autor nos trata de trasmitir, el mundo necesita equilibrio y eso solo se logra con el amor entre todos.

",Pilar PB,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encantó una manera hermosa de ver la vida y abrirse a nuevas teorías y posibilidades. Es un libro sencillo de leer.

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Un libro muy interesante, te ayuda a reflexionar muchas cosas de tu vida actual

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El libro te encuentra a ti, si lo necesitas.Si apenas estás presentando sincronicidades inexplicables en tu vida léelo,no son casualidad

",BERENICE,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  A esta versión le faltaron las meditaciones, pero en general muy buen material, esto me lleva a seguir buscando información.

",Cliente de Amazon,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Increíble! Me encanta saber que y vivimos otras veces. Me encantaría saber en dónde me ha pasado y a que me he dedicado en otras vidas

",Cliente de Kindle,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Llegó en excelente estado. Muy buen libro.

",Cliente de Kindle,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Agradable y entretenido

",San Licona,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Es un libro ameno y muy interesante que nos hace reflexionar muchas cosas de nuestra vida. Se los recomiendo mucho

",TEYKERMON,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy buen libro, fácil de leer con un gran mensaje! Si quieres entender un poco más de tu misión en este mundo súper recomendado!

",Anuar Amigon,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy claro, facil de leer. Con much a informacion valiosa. Lo recomiendo muchisimo.Me ayudo a darle un Nuevo sentido  a mi vida.

",Cliente de Kindle,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente compra

",Yomera,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Cuidado pues hay un error y mandan pasta blanda cuando pides pasta dura. Yo lo compré en pasta dura y llego en pasta blanda.

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Te abre la mente hacia lo desconocido. Dándote esperanza de que volverás a ver a tus seres queridos y a los no tan queridos también.

",Olga,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Gran libro que puede hacerte dudar de algunas cosas que crees, pero todo te hará reflexionar a lo largo de sus capitulos

",Jose Halim Montes de Oca Yemha,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy buen libro lo recomiendo mucho. Es un libro que habla de las vidas pasadas, una opción para los que buscan una respuesta diferente a la explicación religiosa.

",Cliente de Kindle,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encanto el libro, para la gente que le gusta este tema super recomendable.Te hace pensar que es lo importante de la vida.

",Renato H.,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Gran libro que ayuda a ampliar el panorama acerca de nuestra existencia en este mundo, ayuda ver la muerte desde otra perspectiva.

",Karen Luna,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Buen precio. Llego al otro día

",Columba palomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Increíble libro que no puedes dejar de leer hasta terminarlo. La gran variedad de temas le hace honor al nombre:muchos maestros

",Ariadna Cordero,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Me ha gustado, ofrece información interesante que me tomaré el tiempo de analizar e investigar. Me deja pensando sobre la vida

",Natalia Asiain ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es interesante, te da una nueva perspectiva a muchas cosas. Es fácil de leer.

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El envío fue perfecto. Pedí el libro un miércoles y para el viernes llegó. Es un libro muy bueno. Recomendado.

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Lo leí en menos de una semana es un libro súper interesante y me llegó muy rápido y empaquetado muy bien

",Lily ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Es un libro hermoso que recomiendo ampliamente... Llego en oerfectas condiciones y rapidísimo

",ELVIRA,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Cambiará tu vida. Si te dispones a la enseñanza, este libro transformará todo tu mundo, de inicio a fin. Maravilloso.

",Michelle Azua,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Buenas noches disculpa pague por un libro de pasta dura y no lo recibo lo q pague deceo q se me bonifique la diferencia.

",Mell,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El libro definitivo sobre la reencarnación; te da una esperanza fundada sobre la inmortalidad de tu alma.

",fabiola valenzuela,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Compre el libro en opción de pasta dura y me llegó en pasta blanda. No me mandaron lo que pague.

",Karla Orozco de la torre,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Su uso es practico y sencillo, vale la pena.

",José Antonio Zarzosa Escobedo,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy buen libro, mas allá de la filosofía de vida o religión, toda persona debería entender que estamos aquí para practicar y evolucionar en el amor.

",Elizabeth Arely Estrada Manjarrez,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Me encanto, aprendi mucho y te deja pensando en muchas cosas sobre todo si te interesa el tema

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente título!

",AnitaChula,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Se encuentra en muy buen estado, solo que en el anuncio dice que es pasta dura y no es así, es pasta blanda

",Mirta,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Excelente!!!! Un libro muy recomendable, escrito de tal manera que se hace muy amena y rápida su lectura, me encanto

",Rene Aguilar,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  libro en buen estado

",job,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Todo ok

",maria del carmen perez,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy interesante y provechoso si lo lees con la mente abierta.

",Cliente Amazon,"Muchas vidas, muchos maestros"
3.0 de 5 estrellas,"

  Se me hizo tedioso, muy cíclico y en cierto punto un bucle de información.Espero poder leer un libro delizmo autor con diferentes enfoque

",Cliente de Amazon,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muchos lo recomendaron y ahora lo entiendo.

",ROBERTO HERNANDEZ CHAVEZ,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"

  Aun no lo recibo.

",Isaac Benitez,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  LIBRO OBLIGADO PARA QUIENES CREEMOS QUE HAY MÁS ALLÁ DE UNA VIDA Y MÁS ANTES DE ÉSTA.......PARA QUIENES DUDAN  DE LAS VIDAS PASADAS, O SE INTERESAN ES UN LIBRO QUE TIENEN QUE LEER

",Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El producto llegó en excelentes condiciones y mucho antes de lo esperado

",AnitaChula,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"

  Pedí la versión de pasta dura y me mandaron la de pasta blanda.

",Laura Inés,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Una historia que relata que al recordar  nuestras vidas pasadas  puede ayudar eficazmente la cura de muchos miedos y ansiedades

",Laura Elizalde,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Realmente creo en lo que hace mención el autor. Hay muchos temas que no pueden ser comprobados científicamente porque no hay manera pero el autor describe perfectamente lo que vivió con su paciente.

",Susana González Carmona,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  me gustó mucho el libro,  aun que compre el de pasta dura,  y llegó con pasta blanda

",Pipobal,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Muy buen libro , recomendable.

",Amazon Customer,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  El libro está increíble, lo termine en dos dias de lo padre que está, lo recomiendo 100%

",Jazmin ledezma,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  todo muy bien con el envió, y mas aun el libro en si. Recomendado

",José Carlos Aguilar Vega,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Maravillosa información!! 💓📚

",Cindy Marroquin,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  Buenísimo el libro, fácil lectura, cortito

",Yomera,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"

  Muy repetitivo, no sentí que tuviera una trama más que alardear al autor.

",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"

  BIEN  PUEDE  ENSEÑARTE  OTRA FILOSOFIA DE VIDA SIN TANTO APEGO A RELIGIONES Y MIEDO  A LA MUERTE SIN FANATISMO DE NINGUNA RELIGION

",ana maria palau valle,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"

  Se detalla en forma descriptiva la primera experiencia en regresión con un paciente. Muestra que ayudar a sanar se puede conseguir con otros métodos.

",Cliente Amazon,"Muchas vidas, muchos maestros"
